,MAE,time,number_found_eq
0,0.0031069592109728146,388.51920461654663,6.0
1,0.00390236766338202,369.0202691555023,5.0
2,0.003106959210972762,392.38979625701904,6.0
3,0.00390236766338202,384.2596254348755,5.0
4,0.0031069592109727482,359.33183884620667,4.0
5,0.003106959210972986,378.7618074417114,5.0
6,0.003106959210972986,376.4261076450348,7.0
7,0.003106959210972908,398.3062114715576,6.0
8,0.00390236766338202,366.6372742652893,5.0
9,0.0031069592109727482,403.01416778564453,6.0
