,MAE,time,number_found_eq
0,0.00011834458352814048,661.5390121936798,1
1,,741.1158664226532,0
2,0.00011834458352819876,611.2245452404022,2
3,,721.0486845970154,0
4,,677.3080530166626,0
5,0.00011834458352814048,693.2647938728333,1
6,0.00011834458352819876,694.232851266861,1
7,0.00011834458352809607,691.3852581977844,1
8,0.00011834458352809607,694.6940777301788,1
9,0.00011834458352825705,723.2234625816345,1
