,MAE,time,number_found_eq
0,0.00011834458352825855,505.35850071907043,2
1,0.00011834458352825855,476.1299774646759,1
2,,482.2470211982727,0
3,0.00011834458352821592,644.3746106624603,2
4,,482.27144265174866,0
5,0.00011834458352810364,488.0037672519684,1
6,0.00011834458352810364,554.7858691215515,1
7,0.0013819436504781892,468.2198529243469,1
8,0.00011834458352810364,476.06067943573,2
9,,482.9243621826172,0
